"ath1_probe";"probe_target_number";"FC_35LFY_Ler_GSE911";"pfp_35LFY_Ler_GSE911";"P.value_35LFY_Ler_GSE911";"FC_DexCyclo_Cyclo_GSE911";"pfp_FC_DexCyclo_Cyclo_GSE911";"P.value_FC_DexCyclo_Cyclo_GSE911";"FC_DEX_MOCK_GSE911";"pfp_DEX_MOCK_GSE911";"P.value_DEX_MOCK_GSE911";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_GSE28062";"P.value_LFYGR_WT_GSE28062";"Locus.Identifier";"Annotation"
"251144_at";6244;NA;NA;NA;0.2126;0.0083;"0";0.1457;0.0113;"0";0.7423;"0.095";"0.0053";"AT5G01210";"transferase family protein"
"251158_at";6258;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4634;"0.0378";"0,0008";"AT3G63150";"GTP-binding protein-related"
"251160_at";6260;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8948;"0.0013";"0";"AT3G63240";"endonuclease/exonuclease/phosphatase family protein"
"251162_at";6262;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2727;"0,0001";"0";"AT3G63300";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G22810.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN81204.1); contains InterPro domain Pleckstrin-like, plant (InterPro:IPR013666); contains InterPro domain Protein of unknown function DUF828, plant (InterPro:IPR008546)"
"251169_at";6269;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5654;"0.0144";"0,0004";"AT3G63210";"MARD1 (MEDIATOR OF ABA-REGULATED DORMANCY 1)"
"251174_at";6274;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3226;"0,0003";"0";"AT3G63200";"PLA IIIB/PLP9 (Patatin-like protein 9); nutrient reservoir"
"251178_at";6278;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5989;"0.0252";"0,0009";"AT3G63440";"ATCKX6/ATCKX7/CKX6 (CYTOKININ OXIDASE/DEHYDROGENASE 6); cytokinin dehydrogenase"
"251183_at";6283;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3932;"0.0016";"0";"AT3G62630";"similar to calmodulin-binding protein [Arabidopsis thaliana] (TAIR:AT2G15760.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO40086.1); contains InterPro domain Protein of unknown function DUF1645 (InterPro:IPR012442)"
"251192_at";6292;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4122;"0.052";"0.0014";"AT3G62720";"ATXT1; UDP-xylosyltransferase/ transferase/ transferase, transferring glycosyl groups"
"251195_at";6295;NA;NA;NA;NA;NA;NA;0.2377;0.053;"0,0001";0.5823;"0.0191";"0,0006";"AT3G62930";"glutaredoxin family protein"
"251196_at";6296;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3837;"0.0015";"0";"AT3G62950";"glutaredoxin family protein"
"251197_at";6297;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3824;"0.0013";"0";"AT3G62960";"glutaredoxin family protein"
"251200_at";6300;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.796;"0.0026";"0";"AT3G63010";"ATGID1B/GID1B (GA INSENSITIVE DWARF1B); hydrolase"
"251208_at";6308;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6802;"0.0062";"0,0001";"AT3G62880";"ATOEP16-4; P-P-bond-hydrolysis-driven protein transmembrane transporter"
"251221_at";6321;2.4229;"0.0483";"0,0002";NA;NA;NA;NA;NA;NA;1.5707;"0.0204";"0,0003";"AT3G62550";"universal stress protein (USP) family protein"
"251234_s_at";6334;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6338;"0.0295";"0.0012";"AT3G62830;AT2G47650";"[AT3G62830, UXS2 (UDP-GLUCURONIC ACID DECARBOXYLASE 2); catalytic/ dTDP-glucose 4,6-dehydratase];[AT2G47650, UXS4 (UDP-XYLOSE SYNTHASE 4); catalytic]"
"251244_at";6344;3.0117;"0.0375";"0,0001";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G62060";"pectinacetylesterase family protein"
"251245_at";6345;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.263;"0,0001";"0";"AT3G62090";"PIL2 (PHYTOCHROME INTERACTING FACTOR 3-LIKE 2); transcription factor"
"251272_at";6372;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5755;"0.0145";"0,0004";"AT3G61890";"ATHB-12 (ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 12); transcription factor"
"251285_at";6385;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3225;"0.0984";"0.0037";"AT3G61770";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G67600.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO14376.1); contains InterPro domain Acid phosphatase/vanadium-dependent haloperoxidase related (InterPro:IPR003832)"
"251287_at";6387;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2595;"0,0001";"0";"AT3G61820";"aspartyl protease family protein"
"251289_at";6389;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4675;"0.0045";"0,0001";"AT3G61830";"ARF18 (AUXIN RESPONSE FACTOR 18); transcription factor"
"251290_at";6390;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6153;"0.0235";"0,0009";"AT3G61850";"DAG1 (DOF AFFECTING GERMINATION 1); DNA binding / transcription factor"
"251293_at";6393;4.5426;"0.0104";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G61930";"unknown protein"
"251298_at";6398;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1986;"0";"0";"AT3G62040";"hydrolase"
"251302_at";6402;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5642;"0.0141";"0,0004";"AT3G61970";"NGA2 (NGATHA2); transcription factor"
"251306_at";6406;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4042;"0.0466";"0.0011";"AT3G61260";"DNA-binding family protein / remorin family protein"
"251317_at";6417;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.299;"0,0002";"0";"AT3G61490";"glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein"
"251321_at";6421;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6477;"0.0337";"0.0014";"AT3G61460";"BRH1 (BRASSINOSTEROID-RESPONSIVE RING-H2); protein binding / zinc ion binding"
"251356_at";6456;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2043;"0,0001";"0";"AT3G61060";"ATPP2-A13"
"251360_at";6460;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5919;"0.0201";"0,0007";"AT3G61210";"embryo-abundant protein-related"
"251363_at";6463;5.4401;"0.0062";"0";4.9099;0.0155;"0";22.4931;0;"0";2.0501;"0,0003";"0";"AT3G61250";"AtMYB17 (myb domain protein 17); DNA binding / transcription factor"
"251372_at";6472;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4726;"0.0046";"0,0001";"AT3G60520";"zinc ion binding"
"251373_at";6473;2.5977;"0.0451";"0,0002";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G60530";"zinc finger (GATA type) family protein"
"251377_at";6477;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1819;"0";"0";"AT3G60650";"unknown protein"
"251398_at";6498;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6305;"0.0441";"0.002";"AT3G60580";"zinc finger (C2H2 type) family protein"
"251400_at";6500;NA;NA;NA;NA;NA;NA;3.2393;0.0742;"0,0001";NA;NA;NA;"AT3G60420";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G60450.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO70569.1); contains InterPro domain Phosphoglycerate mutase (InterPro:IPR013078); contains InterPro domain PRIB5 (InterPro:IPR012398)"
"251402_at";6502;NA;NA;NA;3.835;0.0292;"0";NA;NA;NA;NA;NA;NA;"AT3G60290";"oxidoreductase, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"
"251406_at";6506;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3919;"0.0618";"0.0017";"AT3G60260";"phagocytosis and cell motility protein ELMO1-related"
"251428_at";6528;0.4646;"0.0817";"0,0005";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G60140";"DIN2 (DARK INDUCIBLE 2); hydrolase, hydrolyzing O-glycosyl compounds"
"251436_at";6536;NA;NA;NA;0.2466;0.029;"0";0.1543;0.0118;"0";0.501;"0.0062";"0,0001";"AT3G59900";"(ARGOS); unknown protein"
"251438_s_at";6538;0.0468;"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G59930;AT5G33355";"[AT3G59930, Encodes a defensin-like (DEFL) family protein.];[AT5G33355, Encodes a defensin-like (DEFL) family protein.]"
"251476_at";6576;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5762;"0.0156";"0,0005";"AT3G59670";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G37440.2); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G37440.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO46283.1)"
"251500_at";6600;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3359;"0.0962";"0.0036";"AT3G59110";"protein kinase family protein"
"251517_at";6617;0.4319;"0.0565";"0,0002";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G59370";"contains domain PTHR22683 (PTHR22683)"
"251522_at";6622;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3903;"0.0714";"0.0022";"AT3G59430";"similar to hypothetical protein [Vitis vinifera] (GB:CAN70075.1)"
"251543_at";6643;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6436;"0.0348";"0.0014";"AT3G58770";"similar to hypothetical protein [Vitis vinifera] (GB:CAN63610.1)"
"251544_at";6644;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6878;"0.0489";"0.0023";"AT3G58790";"GAUT15 (Galacturonosyltransferase 15); polygalacturonate 4-alpha-galacturonosyltransferase/ transferase, transferring glycosyl groups / transferase, transferring hexosyl groups"
"251553_at";6653;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3724;"0.0678";"0.002";"AT3G58710";"WRKY69 (WRKY DNA-binding protein 69); transcription factor"
"251554_at";6654;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3747;"0.0586";"0.0016";"AT3G58670";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G42670.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO48045.1); contains InterPro domain Protein of unknown function DUF1637 (InterPro:IPR012864)"
"251555_at";6655;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5909;"0.0175";"0,0006";"AT3G58780";"SHP1 (SHATTERPROOF 1); DNA binding / transcription factor"
"251558_at";6658;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5668;"0.017";"0,0002";"AT3G57810";"OTU-like cysteine protease family protein"
"251561_at";6661;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3304;"0.0852";"0.003";"AT3G57870";"AHUS5 (SUMO CONJUGATION ENZYME 1); ubiquitin-protein ligase"
"251592_at";6692;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7178;"0.0736";"0.0038";"AT3G57670";"NTT (NO TRANSMITTING TRACT); nucleic acid binding / transcription factor/ zinc ion binding"
"251594_at";6694;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5234;"0.0097";"0,0002";"AT3G57630";"exostosin family protein"
"251605_at";6705;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6255;"0.0289";"0.0011";"AT3G57830";"leucine-rich repeat transmembrane protein kinase, putative"
"251608_at";6708;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5647;"0.0371";"0,0008";"AT3G57860";"UVI4-LIKE (UV-B-INSENSITIVE 4-LIKE)"
"251619_at";6719;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4071;"0.0733";"0.0023";"AT3G58050";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G41960.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO23422.1); similar to hypothetical protein OsI_010342 [Oryza sativa (indica cultivar-group)] (GB:EAY89109.1); similar to Os03g0226600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049440.1)"
"251642_at";6742;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4407;"0.0335";"0,0007";"AT3G57520";"ATSIP2 (ARABIDOPSIS THALIANA SEED IMBIBITION 2); hydrolase, hydrolyzing O-glycosyl compounds"
"251647_at";6747;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4578;"0.0307";"0,0006";"AT3G57770";"protein kinase, putative"
"251649_at";6749;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6635;"0.0378";"0.0016";"AT3G57330";"ACA11 (AUTOINHIBITED CA2+-ATPASE 11); calcium-transporting ATPase/ calmodulin binding"
"251654_at";6754;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4114;"0.0853";"0.003";"AT3G57140";"SDP1-LIKE (SDP1-LIKE); GTP binding"
"251661_at";6761;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3585;"0.0737";"0.0023";"AT3G56950";"SIP2;1 (SMALL AND BASIC INTRINSIC PROTEIN 2); transporter"
"251665_at";6765;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6242;"0.0242";"0,0009";"AT3G57040";"ARR9 (RESPONSE REACTOR 4); transcription regulator"
"251677_at";6777;10.1408;"0.001";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G56980";"BHLH039/ORG3 (OBP3-RESPONSIVE GENE 3); DNA binding / transcription factor"
"251688_at";6788;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6996;"0.0726";"0.0037";"AT3G56480";"myosin heavy chain-related"
"251705_at";6805;2.3049;"0.0848";"0,0006";NA;NA;NA;NA;NA;NA;0.5865;"0.0276";"0.0011";"AT3G56400";"WRKY70 (WRKY DNA-binding protein 70); transcription factor"
"251711_at";6811;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4537;"0.0581";"0.0016";"AT3G56960";"PIP5K4 (PHOSPHATIDYL INOSITOL MONOPHOSPHATE 5 KINASE 4); 1-phosphatidylinositol-4-phosphate 5-kinase"
"251719_at";6819;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.333;"0.0914";"0.0033";"AT3G56140";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G40400.2); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G40400.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN64033.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO41449.1); similar to hypothetical protein OsI_004191 [Oryza sativa (indica cultivar-group)] (GB:EAY76344.1); contains InterPro domain Protein of unknown function DUF399 (InterPro:IPR007314)"
"251727_at";6827;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6782;"0.0077";"0,0001";"AT3G56290";"similar to hypothetical protein [Vitis vinifera] (GB:CAN75527.1)"
"251740_at";6840;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7442;"0.0991";"0.0056";"AT3G56070";"ROC2 (rotamase CyP 2); peptidyl-prolyl cis-trans isomerase"
"251745_at";6845;2.1362;"0.0779";"0,0005";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G55980";"zinc finger (CCCH-type) family protein"
"251746_at";6846;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3884;"0.0571";"0.0015";"AT3G56060";"glucose-methanol-choline (GMC) oxidoreductase family protein"
"251759_at";6859;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6329;"0.0309";"0.0012";"AT3G55630";"ATDFD (A. THALIANA DHFS-FPGS HOMOLOG D); tetrahydrofolylpolyglutamate synthase"
"251769_at";6869;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6133;"0.0267";"0.001";"AT3G55950";"protein kinase family protein"
"251770_at";6870;NA;NA;NA;NA;NA;NA;0.293;0.0991;"0,0004";0.436;"0.0031";"0,0001";"AT3G55970";"oxidoreductase, 2OG-Fe(II) oxygenase family protein"
"251775_s_at";6875;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4579;"0.0308";"0,0006";"AT2G39800;AT3G55610";"[AT2G39800, P5CS1 (DELTA1-PYRROLINE-5-CARBOXYLATE SYNTHASE 1)];[AT3G55610, P5CS2 (DELTA 1-PYRROLINE-5-CARBOXYLATE SYNTHASE 2); catalytic/ glutamate 5-kinase/ glutamate-5-semialdehyde dehydrogenase/ oxidoreductase]"
"251778_at";6878;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4196;"0.0502";"0.0013";"AT3G55660";"ATROPGEF6/ROPGEF6 (KINASE PARTNER PROTEIN-LIKE); Rho guanyl-nucleotide exchange factor/"
"251782_at";6882;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5651;"0.015";"0,0005";"AT3G55260";"ATHEX2/HEXO1 (BETA-HEXOSAMINIDASE 1); beta-N-acetylhexosaminidase/ hexosaminidase/ hydrolase, hydrolyzing O-glycosyl compounds"
"251795_at";6895;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7619;"0.0033";"0";"AT3G55390";"integral membrane family protein"
"251803_at";6903;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.47;"0.0352";"0,0007";"AT3G55350";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G63270.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO69251.1); contains domain PTHR22930 (PTHR22930)"
"251824_at";6924;NA;NA;NA;0.2926;0.0486;"0";NA;NA;NA;NA;NA;NA;"AT3G55090";"ATPase, coupled to transmembrane movement of substances"
"251826_at";6926;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5155;"0.0077";"0,0002";"AT3G55110";"ABC transporter family protein"
"251827_at";6927;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4949;"0.0217";"0,0003";"AT3G55120";"A11/CFI/TT5 (TRANSPARENT TESTA 5); chalcone isomerase"
"251856_at";6956;NA;NA;NA;NA;NA;NA;2.8645;0.0818;"0,0002";1.5382;"0.0184";"0,0003";"AT3G54720";"AMP1 (ALTERED MERISTEM PROGRAM 1); dipeptidase"
"251857_at";6957;0.4924;"0.0936";"0,0007";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G54770";"RNA recognition motif (RRM)-containing protein"
"251860_at";6960;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3865;"0.0614";"0.0017";"AT3G54660";"GR (GLUTATHIONE REDUCTASE); glutathione-disulfide reductase"
"251861_at";6961;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7084;"0.0864";"0.0047";"AT3G54810";"BME3/BME3-ZF (BLUE MICROPYLAR END3); transcription factor"
"251869_at";6969;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4361;"0.0351";"0,0007";"AT3G54500";"similar to dentin sialophosphoprotein-related [Arabidopsis thaliana] (TAIR:AT5G64170.1); similar to dentin sialophosphoprotein-related [Arabidopsis thaliana] (TAIR:AT5G64170.2); similar to conserved hypothetical protein [Medicago truncatula] (GB:ABD28297.1)"
"251880_at";6980;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7315;"0.0961";"0.0054";"AT3G54290";"similar to hypothetical protein [Vitis vinifera] (GB:CAN65843.1); contains InterPro domain Hemerythrin/HHE cation-binding motif (InterPro:IPR012312)"
"251884_at";6984;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6276;"0.0413";"0.0018";"AT3G54150";"embryo-abundant protein-related"
"251890_at";6990;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6066;"0.0245";"0,0009";"AT3G54220";"SCR (SCARECROW); transcription factor"
"251895_at";6995;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5282;"0.0095";"0,0002";"AT3G54420";"ATEP3 (Arabidopsis thaliana chitinase class IV); chitinase"
"251896_at";6996;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5993;"0.0239";"0,0009";"AT3G54390";"transcription factor"
"251899_at";6999;NA;NA;NA;NA;NA;NA;0.231;0.0475;"0,0001";0.2885;"0,0002";"0";"AT3G54400";"aspartyl protease family protein"
"251903_at";7003;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6108;"0.0218";"0,0008";"AT3G54120";"reticulon family protein (RTNLB12)"
"251927_at";7027;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6869;"0.0514";"0.0024";"AT3G53990";"universal stress protein (USP) family protein"
"251928_at";7028;0.1814;"0.0033";"0";NA;NA;NA;NA;NA;NA;0.4861;"0.0059";"0,0001";"AT3G53980";"protease inhibitor/seed storage/lipid transfer protein (LTP) family protein"
"251940_at";7040;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4438;"0.0034";"0,0001";"AT3G53450";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G37210.1); similar to Conserved hypothetical protein 730 [Medicago truncatula] (GB:ABD32794.1); contains InterPro domain Conserved hypothetical protein CHP00730 (InterPro:IPR005269)"
"251941_at";7041;0.1365;"0.0017";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G53470";"similar to unnamed protein product [Vitis vinifera] (GB:CAO18045.1)"
"251946_at";7046;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6822;"0.0534";"0.0026";"AT3G53540";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G28760.2); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G28760.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO18092.1); contains domain PHOSPHATIDYLINOSITOL N-ACETYLGLUCOSAMINYLTRANSFERASE SUBUNIT P (DOWN SYNDROME CRITICAL REGION PROTEIN 5)-RELATED (PTHR21726)"
"251955_at";7055;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5349;"0.0241";"0,0004";"AT3G53680";"PHD finger transcription factor, putative"
"251964_at";7064;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3427;"0.0814";"0.0028";"AT3G53370";"DNA-binding S1FA family protein"
"251968_at";7068;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4053;"0.0021";"0";"AT3G53100";"GDSL-motif lipase/hydrolase family protein"
"251975_at";7075;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5744;"0.0204";"0,0007";"AT3G53230";"cell division cycle protein 48, putative / CDC48, putative"
"251977_at";7077;0.3462;"0.0277";"0,0001";NA;NA;NA;NA;NA;NA;0.1147;"0";"0";"AT3G53250";"auxin-responsive family protein"
"251979_at";7079;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4093;"0.0814";"0.0028";"AT3G53140;AT3G53130";"[AT3G53140, O-diphenol-O-methyl transferase, putative];[AT3G53130, LUT1 (LUTEIN DEFICIENT 1); oxygen binding]"
"251982_at";7082;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.731;"0.0834";"0.0045";"AT3G53190";"pectate lyase family protein"
"251984_at";7084;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5995;"0.0237";"0,0009";"AT3G53260";"PAL2 (phenylalanine ammonia-lyase 2); phenylalanine ammonia-lyase"
"251994_at";7094;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6489;"0.0316";"0.0013";"AT3G52890";"KIPK (KCBP-INTERACTING PROTEIN KINASE); kinase"
"252003_at";7103;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4228;"0.0025";"0";"AT3G52770";"ZPR3 (LITTLE ZIPPER 3); protein binding"
"252011_at";7111;NA;NA;NA;NA;NA;NA;0.2633;0.0775;"0,0002";0.0966;"0";"0";"AT3G52720";"carbonic anhydrase family protein"
"252040_at";7140;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6812;"0.0488";"0.0023";"AT3G52060";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G22070.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO66030.1); contains InterPro domain Protein of unknown function DUF266, plant (InterPro:IPR004949)"
"252042_at";7142;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4127;"0.0687";"0.0021";"AT3G51990";"protein kinase family protein"
"252048_at";7148;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4345;"0.0031";"0,0001";"AT3G52500";"aspartyl protease family protein"
"252058_at";7158;NA;NA;NA;4.7563;0.0172;"0";3.6164;0.0327;"0";1.3664;"0.0673";"0.002";"AT3G52470";"harpin-induced family protein / HIN1 family protein / harpin-responsive family protein"
"252066_at";7166;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3789;"0.0679";"0.002";"AT3G51550";"FER (FERONIA); kinase/ protein kinase"
"252068_at";7168;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4255;"0.0479";"0.0012";"AT3G51440";"strictosidine synthase family protein"
"252073_at";7173;0.2755;"0.0054";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G51750";"unknown protein"
"252076_at";7176;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7127;"0.0967";"0.0054";"AT3G51660";"macrophage migration inhibitory factor family protein / MIF family protein"
"252080_at";7180;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5933;"0.0184";"0,0006";"AT3G51670";"SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein"
"252083_at";7183;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3793;"0.082";"0.0028";"AT3G51960";"bZIP family transcription factor"
"252084_at";7184;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.205;"0,0001";"0";"AT3G51970";"ATSAT1 (ARABIDOPSIS THALIANA STEROL O-ACYLTRANSFERASE 1); acyltransferase"
"252105_at";7205;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6272;"0.0253";"0,0004";"AT3G51470";"protein phosphatase 2C, putative / PP2C, putative"
"252112_at";7212;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3476;"0.0924";"0.0034";"AT3G51580";"similar to unknown [Populus trichocarpa] (GB:ABK95158.1)"
"252114_at";7214;2.0455;"0.0855";"0,0006";NA;NA;NA;NA;NA;NA;1.3319;"0.0858";"0.003";"AT3G51450";"strictosidine synthase family protein"
"252115_at";7215;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7195;"0.0033";"0";"AT3G51600";"LTP5 (LIPID TRANSFER PROTEIN 5); lipid transporter"
"252123_at";7223;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.0256;"0,0003";"0";"AT3G51240";"F3H (TRANSPARENT TESTA 6); naringenin 3-dioxygenase"
"252129_at";7229;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7184;"0.0853";"0.0046";"AT3G50890";"ATHB28 (ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 28); DNA binding / transcription factor"
"252130_at";7230;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3399;"0.0966";"0.0036";"AT3G50820";"PSBO-2/PSBO2 (PHOTOSYSTEM II SUBUNIT O-2); oxygen evolving/ poly(U) binding"
"252167_at";7267;NA;NA;NA;3.8804;0.0251;"0";NA;NA;NA;6.4545;"0";"0";"AT3G50560";"short-chain dehydrogenase/reductase (SDR) family protein"
"252168_at";7268;2.4012;"0.0518";"0,0002";NA;NA;NA;NA;NA;NA;0.2874;"0,0002";"0";"AT3G50440";"hydrolase"
"252183_at";7283;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5168;"0.0082";"0,0002";"AT3G50740";"UGT72E1 (UDP-glucosyl transferase 72E1); UDP-glycosyltransferase/ coniferyl-alcohol glucosyltransferase/ transferase, transferring glycosyl groups"
"252184_at";7284;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.629;"0.0268";"0.001";"AT3G50660";"DWF4 (DWARF 4)"
